id_doc,chunk
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"pipe recirculation can compromise pump suction ca pacity 9b correct correct 8.4.2 pulsation dampener the dampener is particularly important for improving the dosing process and pump operation . there are various benefits obtained with its installation protection of pump from peaks in pressure pressure surges , increasing life expectancy flow rate becomes continuous with a linear flow , increasing reliability in the dosing process slight reduction of vibrations transmitted on the discharge pipe help in reducing noise of the pump note if a continuous flow is essential to the process , install a pulsation dampener . file ut5134 copyright obl metering pumps all rights reserved due to its nature , the pump generates pressure peaks in the discharge pipe . in closed circuit dos ing example in static mixers , press filters , other pressurised pipes , even if the process does not require constant flowpressure , we suggest installing a pulsation dampener to absorbreduce these peaks , to ensure correct dosing . these peaks can in fact cause the opening discharge of the external safety valve located on the discharge pipe or that inside the pump in the case of hydraulic diaphragm pumps , causing a marked decrease in"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"flow and therefore problems with the process . there are two types of pulsation dampeners on the market file ut5134 copyright obl metering pumps all rights reserved bottle dampener fluids enters in the dampener and directly compresses the air inside it without any means of separation . dampener volume is approximately 35 times the pump displacement . advantages less expensive compared to the bladder damper . does not require pre loading as it selfmanages . disadvantages bulkier compared to the bladder dampener . vertical installation is required . requires periodic maintenance . it must be regenerated periodically , dis charging fluid and restoring the air inside . bladder pulsation dampener preloaded file ut5134 copyright obl metering pumps all rights reserved fluids enters in the dampener and compresses a preloaded separation bag or dia phragm distension chamber . dampener volume is approximately 8 times the pump displacement . advantages more compact compared to the bottle dampener . can be installed verti cally or horizontally . does not require periodic maintenance or need to be regenerated as the preloading gas always remains closed in the bladder . disadvantages more expensive compared to the bottle dampener . it is necessary to know the"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"actual operating pressure of the pump beforehand to determine proper pre load pressure . the operating pressure must always be higher than the preload pres sure . figure 10 illustrates some installation examples of a pulsation dampener . figure 10 pulsation damper installation pulsating flow rate without pulsation dampener continuous flow rate with pulsation dampener . file ut5134 copyright obl metering pumps all rights reserved operating pressure 1 bar operating pressure 1 bar long discharge pipe nozzlesprayer in discharge 8.4.3 pressure gauge always install a pressure gauge on the discharge pipe near the pump , upstream from friction losses and before any other accessory see previous figure 10. know and control actual pump operating pressure . attention knowing the actual operating conditions of the pump can prevent equipment damage and , especially , can prevent serious risk to persons or property in the system consider use of a pressure gauge in free discharge dosing as well . doing so prevents accident caused by the following risks freezing or solidification of fluid in the pipe blockage or accidental crushing of flexible pipes variation of fluid viscosity as a function of temperature spraying of fluid through the nozzles other unforeseen risks which"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"can cause quick , uncontrolled rises in pressure attention the operating pressure must never exceed the maximum operating pressure indicated on the data plate , even when opening exhaust the external safety valve . possible damage to pump or equipment example of a system for metering pumps 8.5 all instructions for proper installation of metering pumps are grouped in figure 11. figure 11 example of a system for metering pumps file ut5134 copyright obl metering pumps all rights reserved 1 y filter 2 calibration pot 3 external safety valve 4 metering pump 5 pressure gauge 6 shutoff valve 7 pulsation dampener 8 dampener exhaust valve electric motor installation 8.6 unless otherwise agreed , the pumps are always supplied complete with an electric motor . technical requirements to be met are defined during negotiations for those pumps ordered explicit ly without a motor code ending in m0 . non atex pumps supplied without a motor codes ending in m0 , it is the responsibility of the user to install a motor with power , rotational speed and coupling type that meet the technical requirements . atex pumps supplied without a motor codes ending in m0 , in addition to the above"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,", it is the responsibility of the user to verify and install a suitable motor for the area classification and characteristics of flammable substances present in the system . obl disclaims all responsibility for damages to persons or property caused by improper installation of motors . 8.6.1 r type pumps the motor unelmec compliant is coupled on the shaft on which the worm reduction gear of the pump is installed . clean the end of the shaft , lubricate it with oil and then proceed with aligning it without banging and with caution on the input shaft . imprecise alignment can cause vibrations with damage to bearings or breakage to the shaft end . file ut5134 copyright obl metering pumps all rights reserved 8.6.2 checking and changing the direction of rotation at first startup of the pump , the direction of rotation of the motor should be checked by author ised , experienced and qualified personnel . an arrow on the motor indicates the correct direction of rotation counterclockwise fan side . to reverse the direction of rotation of the motor , invert the two motor power phase cables . recheck the direction of rotation after this activity . check"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"project data 8.7 make sure that the pump is suitable for operation in the actual operating conditions by checking the following 8.7.1 environmental conditions a environmental temperature verify that the actual room temperature is consistent with pump characteristics b altitude pump suction capacity can be influenced by atmospheric pressure . verify the actual npsh a characteristics in the system in relation to the npshr value of the pump . 8.7.2 installation conditions a pump installation and operation should only be carried out under the conditions described in the order . b for atex pumps pump classification group and category and the temperature class must be suitable for the installation area classification . operating conditions differing from normal conditions must always be defined when placing an order , to prevent that the pump work in conditions which may affect the proper functioning and safe operation . startup 8.8 pumps are always supplied complete with lubricating oil unless explicitly requested a temporary oil filer cap without vent is assembled together with a working cap with vent with a band to prevent oil leaks during transport see figure 12. attention replace the temporary cap with the working cap before startup perform first startup"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"with adjustment at at 20 and the lowest discharge pressure possible . main tain this condition for at least 5 minutes . gradually increase adjustment up to 100 , then position it in the conditions requested by the process . file ut5134 copyright obl metering pumps all rights reserved during this first phase , check the actual operating pressure of the pump with a pressure gauge see discharge pipe pressure gauge . this value max fluctuation of the pointer must not exceed max imum pressure indicated on the pump data plate . figure 12 oil filler plug band 8.8.1 checks before startup check the following before starting up the pump a the presence of lubricating oil , by means of the oil level indicator , see checking lubricating oil b that there are no product leaks from pump connections or system pipes , especially on the discharge side c direction of rotation of the motor and that the motor is protected as provided for by regula tions , see electric motor installation in the case of power via inverter , that it has been purchased for said use and complies with the range of frequency from 30hz to 80hz allowed"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"and defined by obl installation of all accessories and their proper operation that shutoff valves on discharge and suction pipes are open or closed depending on their d e f function g the liquid to be dosed has not solidified or frozen in pipes h that it is protected from agents such as sand , corrosive substances , dust andor fibre , wa ter , mechanical stress and vibrations i that it is protected mechanically indoor installation or outdoor installation considering the damaging effects of weathering , the combined influence of temperature , humidity and con densation 8.8.2 checks during operation once the pump has been started , make sure that operating conditions remain without prescribed limits , by checking the following a pump operating pressure file ut5134 copyright obl metering pumps all rights reserved b motor absorption current c temperature of pumped fluid , if different from room temperature d maximum surface temperature of the entire pump max 40 c on the pump reduction gear body and max 80 c on the motor check that pump suitability is maintained whenever changes in operating conditions occur , such as modification of one or more process variables i.e . operating pressure"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"andor pump flow ad justment moving of the pump to a different environment i.e . from indoors to outdoors moving of the pump from a low temperature environment to a higher temperature envi dosing of a fluid different from the initial fluid change of pump use ronment changes in season or major climate changes malfunction of any external safety valve installed on the discharge pipe 8.8.3 abnormal conditions the pump must be used exclusively for operating conditions determined in the order . in the case of abnormal operating conditions high motor absorption , excessive surface temperature , high noise andor vibrations promptly notify the maintenance personnel . obl is not liable for damage caused by degeneration by malfunctions not immediately resolved or reported to obl . 8.8.4 prolonged stops if a prolonged period of pump stop is foreseen , take the following measures to preserve pump in tegrity cleaning of chemicals , protection from weathering , etc . see also general and surface cleaning . file ut5134 copyright obl metering pumps all rights reserved 9 characteristics of the machine spare parts 9.1 standard components screws , nuts , bearings , etc . are also available directly from specialised deal ers"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,". replace all other components with original obl spare parts . instructions for requesting spare parts 9.1.1 procure and study the sectional drawing of the pump in use , requesting a copy from obl if neces sary . analyse the conditions and identify the damaged components . using the nomenclature of the sectional drawing , make a list of those components cite the number of the sectional drawing and the position of the component and send to the obl sales office , always specifying the type of metering pump complete code pump serial number obl job number in place of the serial number note this information is contained on the metering pump data plate . 9.1.2 changes and manufacturing of spare parts without approval obl does not allow any changes . original obl spare parts and accessories are essential in maintain ing compliance with safety regulations . the use of other parts will void the guarantee and any liabil ity for consequences resulting from this action . 9.1.3 suggested spare parts the most common faults can be solved by having the recommended spare parts in stock , thus avoiding unpleasant wastes of time . pumps with plastic heads this list"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"is indicative we suggest proceeding as detailed in instructions for requesting spare parts . position pump type component name sv dv 1 2 4 5 8 9 15 55 all r , rh r all all all all all plunger plunger seal seals pack plunger seal lip seals kit valve seat oring valve seat oring valve container valve ball oring 1 1 1 2 2 2 2 2 1 1 1 4 4 2 4 2 note quantity recommended for sv single valve head , dv double valve head file ut5134 copyright obl metering pumps all rights reserved pumps with metal heads this list is indicative we suggest proceeding as detailed in instructions for requesting spare parts . position pump type component name sv dv 1 2 4 5 7 8 9 15 77 all r , rh r , racv all r , rh all all all rts plunger plunger seal seals pack plunger seal lip seals kit valve seat oring valves oring valve seat oring valve container valve ball oring valve guide 1 1 1 2 6 2 2 2 0 1 1 1 4 0 4 2 4 4 note quantity recommended for sv single valve head"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,", dv double valve head description of repairs andor safety devices 9.2 see chapter 13. full range of applications for which the equipment has been created 9.3 r series pumps are destined for dosing nonflammable liquid fluids acids , alkaline , solvents , etc . at room temperature or warmed see environmental and design temperature , suitable for discon tinuous service 1224 hours of operation . they can be used for the following applications pharmaceutical , food and agribusiness industries treatment plantssewage treatment in paper mills , paper production lines in the production of detergents , cip plants , water treatment plants any other use is considered improper use and is not allowed . obl declines all respon sibility for any damage to persons or property and any kind of machine guarantee shall be con sidered void . all pumps are supplied in compliance with requirements established under technicalsales negotia tion and defined in the order . note it is the responsibility of the client user andor installer to check that the machine is suitable for applicationuse on the system before installation and subsequent startup . for atex pumps , it is the responsibility of the clientuser to determine the"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"effectiveness of the pump to be used in a system , after having analysed the characteristics of danger existing in the installation location and in compliance with current laws and those issued for safety purposes . file ut5134 copyright obl metering pumps all rights reserved prohibited uses of the machine 9.4 it is improper to use the r series pumps as follows without an external safety valve immediately after a discharge connection and therefore be fore any accessory for dosing products differing from those established during technicalsales negotiation and defined in the order in a corrosive and stagnant environment , closed in a poorlyventilated location pressure dosing without a pressure gauge installed on the discharge pipe see discharge pipe pressure gauge powered by means of an inverter or other electronic drives unless explicitly ordered for this with a motor faster than the original one different polarity in potentially explosive areas unless explicitly ordered for this note it is the responsibility of the client to check that the pump is suitable for applica tionuse before installation and startup . if in doubt , do not improvise but contact obl customer support . obl is not able to monitor compliance with and"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"enforcement of the provisions contained herein or the actual conditions and methods of installation , operation , use and maintenance of machinery and accessories . installation which has been performed incorrectly or misuse may cause serious damage and may pose a danger to persons or property . any anomalies must be reported to the maintenance supervisor . the user is not authorised to tam per with the machine for any reason . attempts to disassemble , modify or tamper in general by unauthorised personnel will void the guarantee and will release obl from any liability for damage to persons or property resulting from such actions . obl is considered released from any liability in the following cases improper installation improper use of the machine by nonprofessional or inadequately trained operators use not in compliance with regulations in the country of use lack of maintenance or improperly performed maintenance use of nonoriginal spare parts or parts which are not correct for the model in question total or partial failure to observe instructions file ut5134 copyright obl metering pumps all rights reserved exceptional environmental events 9.4.1 environments in which use is prohibited use of the r series pumps in the following manners"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"is prohibited in mining plants underground under water as submersible pumps use of pumps without the protective covers or with safety devices altered or damaged is strictly prohibited . 9.4.2 instructions for use in potentially explosive areas standard operating r series pumps are not suitable for use in potentially explosive are as attention r pumps in atex operation are not suitable for use in zone 020 all atex operating pumps differ from non atex or standard operating pumps in that they are fit ted with a second identification plate with specific indication of the data required by the directive . instructions on noise and vibrations emitted by the machine 9.5 see chapter 6.1.1 and chapter 6.1.2. instructions on vibrations , radiations , dust , gas , and vapours emitted by the machine 9.6 work equipment during normal useoperation does not involve these risk factors . documents attesting the conformity of equipment to regulations 9.7 see chapter 2 for the declaration of conformity . 9.7.1 electromagnetic compatibility if installed properly and with direct power supply from the mains , r series pumps comply with emission limits set by regulations relating to electromagnetic compatibility emc general re quirements for industrial environments ."
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"pumps for power by means of inverters or other electronic drives need to have been espe cially ordered for said use . all checks and any necessary measures to comply with emission limits set by regulations shall be at the users charge . file ut5134 copyright obl metering pumps all rights reserved 9.7.2 additional note for atex pumps only r series pumps in atex version comply with regulations concerning equipment and protective systems for use in potentially explosive atmospheres in accordance with the european directive known as atex . they only meet the requirements of group ii category 3 , making them suitable for use in zone 222 no danger during normal operation attention r pumps in atex operation are not suitable for use in zone 020 , nor in zone 121 note in the case of r pumps in atex operation , warnings contained in metering pump safety instructions for potentially explosive environments addendum to this operating manual must be followed in addition to these instructions . file ut5134 copyright obl metering pumps all rights reserved 10 operation 10.1 operating principle r series plunger pumps are all with a spring return mechanism , coupled to a pump head in"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"chemi cally material plastic or metal that is compatible with the fluid to be dosed . the mechanism body incorporates a transmission reduction gear , a plunger thrust system and a flow rate adjustment sys tem . the sectional drawing of the pump is not attached to this operating manual 5.3.1. if it is not at tached , see checks andor replacement for the pump head section or else contact obl customer support to receive an updated copy . they are normally powered by an electric motor through a wormtype reduction gear with helical gear joined to a duct mechanism . the latter is composed of a fixed eccentric and a spring which de termines the alternative axial movement of the crosshead to which the plunger is attached . both mechanisms are in an oil bath . the motor type differs depending on the type of pump see type of electric motor in relation to pump type . in the discharge phase , the eccentric compresses the spring and , at the same time , forces the crosshead to move forward , causing piston movement and subsequently , the fluid in the head moves to the discharge pipe . in"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"the suction phase , it is the extension of the spring to push the crosshead back , which pushes the piston again and provokes entrance of fluid in the head . the check valve on the pump controls input and output of fluid from the head , determining flow di rection . the adjustment system of the flow controls the pumped fluid volume , varying plunger stroke . standard adjustment is manual with knob and linear vernier . alternatively upon request , an automatic adjustment system can be applied see flow rate ad justment system . r series pumps fall within the family of alternative displacement pumps characterised by adjustable displacement . the plunger pumps always require an external safety valve on the discharge pipe see external safety valve to protect it from any excessive pressure . the operating pressure must never exceed the maximum operating pressure indicated on the data plate , even when opening exhaust the ex ternal safety valve . file ut5134 copyright obl metering pumps all rights reserved the construction material of external components ensures high impact protection . with the excep tion of the head , external pump surfaces are treated to ensure high protection"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"against corrosion . metal parts are assembled to ensure their grounding . multiple pumps are obtained by assembling several pump bodies aligned horizontally , in which the eccentric shafts are fitted together with a flexible joint . the frequency of strokes per minute of the plunger independent and for this reason may be different for the different pumping heads tested . 10.2 flow rate r series pump flow rate is not continuous but pulsating , generated by the alternating movement of the plunger and the action of the check valve on the head which determine flow direction see fig ure 1. pump flow rate is adjustable and increases or decreases in direct proportion to the variation of the plunger stroke . the theoretical flow rate corresponds exactly to the volume described by the movement of the plunger . the graphic representation of its behaviour is a straight line whose course is proportional to the ad justment system setting . the actual flow rate is inevitably lower than the theoretical rate , due to the volumetric efficiency of the pump . it varies depending on the type and size of the pump , the nature and viscosity of the liquid to"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"be pumped , operating pressure , etc . see figure 2. . figure 1 figure 2a file ut5134 copyright obl metering pumps all rights reserved 10.2.1 flow rate adjustment system flow rate adjustment is continuous and regular and can be carried out both with the pump stopped and in movement . activation with the pump running is , however , easier , especially for large diame ter diaphragm pumps . 10.2.1.1 manual adjustment with knob and linear vernier the standard model is provided when no particular adjustment system is specifically requested . the graduated knob , turning on a fixed vernier , runs on a linear scale sub divided from 0 to 10. zero 0 on the lower edge of the knob is a reference index for setting the ad justment system to a desired flow rate percentage value . 10.2.1.2 manual adjustment with a gravitational clock an alternative manual model to the basic model supplied upon request . easy and quick manual activation combined with precise , clear and imme diate reading . the quadrant has a percentage scale from 0 to 100 equipped with a pointer . each full turn of the pointer corresponds to a var iation"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"in adjustment from 1 to 100. attention adjustment with the gravitational indicator can be decalibrated during trans porter handling due to sudden accelerations , shock or capsizing . proceed as follows to reset decalibrated adjustment start up the pump , remove the fastening set screw and extract the gravitational clock from the handwheel turn the handwheel counterclockwise , stopping when the plunger remains stopped despite the motor running turn the clock hands , bringing the pointers to 0 , then reposition the handwheel 10.2.1.3 automatic adjustment by means of electric actuator the adjustment system can be automated upon request via the application of an electric actuator . for information on actuator operation , consult its operating manual . instructions for identifying and localising faults , for repair and restart after interventions 10.3 the tables below are not exhaustive . they only contain possible causes and suggested solutions rel ative to the most comment and recurring faults . file ut5134 copyright obl metering pumps all rights reserved 10.3.1 flow lower than expected possible cause air is entering from the suction pipe junctions air trapped in the pump head excessive suction height elevated vapour tension elevated pumping temperature elevated liquid viscosity check"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"pipe and junction tightening solution bring pump flow to an adjustment of 100 and maintain there for a short time reduce suction height increase suction head increase suction head replace suction pipe with one of a larger diame ter increase suction head check suction pipe suction tank sealed andor nonvented make a hole on top of the tank suction pipe clogged or closed by valves suction filter clogged pump valves dirty , worn or assembled improperly safety valve pressure set too low wrong flow adjustment setting check filter cleaning check the cleaning , wear and proper direction of assembly of pump valves check if the safety valve is intervening or not check and correct settings if necessary file ut5134 copyright obl metering pumps all rights reserved 10.3.2 flow irregular or higher than expected possible cause suction pressure higher than discharge pressure backpressure valve blocked at entry by impurities or set to too low a pressure pump valves blocked in an open position check pump valves , dismantle and clean thor solution increase discharge pressure by at least 0.30.5 bar 35 m with respect to the suction pressure check backpressure valve conditions oughly 10.3.3 the plunger moves irregularly while pump is"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,in operation possible cause excessive gland box tightening scalings on the seal andor plunger surfaces solution check and unscrew the plunger packing ring nut if necessary check seal and plunger surface conditions 10.3.4 the pump body andor motor are overheating possible cause incorrect electrical connections actual pump operating pressure exceed ing the maximum allowed discharge pipes undergoing section re ductions which are drastically increasing operating pressure pipes transit stress on pump connec tions discharge pipe clogged or closed by valves backpressure valve set to a pressure ex ceeding the maximum allowed solution check electrical connections and motor absorp tion install a pressure gauge on the discharge pipe to verify and reduce actual pump operating pres sure reduce operating pressure or install a dampen er to stabilise pressure mitigate peaks check and correct pipe connections on the pump check discharge pipe check backpressure valve file ut5134 copyright obl metering pumps all rights reserved lubricating oil low or chemically con taminated check and change lubricating oil if necessary instructions regarding personal protective equipment that must be used . 10.4 any operation on the machine must be undertaken in compliance with safety regulations and safety warnings . the safety supervisor must ensure compliance
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"with applicable laws and safety regulations enacted for safety , and monitor that all personnel are equipped and always use appropriate personal pro tective equipment . appropriate personal safety devices must always be used to ensure and safeguard the personal safety of personnel , who must also be properly trained and professionally qualified . in general , the personal protective equipment to be used include mechanicalshear resistant gloves protective clothing safety shoes all personal protective equipment ppe used by operators must having ce marking . 11 maintenance 11.1 routine maintenance each pump is a reliable , quality product , subjected to a thorough final inspection . in case of mal function even though the pump has been installed and operated according to the instructions , do not act on your own but contact obl customer service . these maintenance suggestions are not intended as doityourself repairs . to per form such works , specialised technical knowledge is required and operations are to be performed by qualified personnel . interventions on electrical circuits or equipment must only be performed by qualified electricians or , under supervision , by appropriately trained personnel and in accordance with applicable electrical codes . in the"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"case of atex pumps , be extremely careful that pump characteristics fitting the clas sification of the area where the system is installed are not altered . file ut5134 copyright obl metering pumps all rights reserved 11.1.1 operating precautions all operations must be performed by qualified personnel . work on the pump must be authorised by the safety supervisor , after having determined that a the power line is disconnected and there is nothing being powered , including any auxiliaries b any risk of accidental restart has been excluded c pumped fluid present in the pump head and pipes is not under pressure or chemically haz ardous d with the pump off , that the shutoff valves on the suction and discharge pipe are closed e the pump has been adequately cleaned , when operating in environments exposed to harsh chemicals since the machine to be supplied is a product designed for use in industrial areas , additional safety measures must be adopted and ensured by the person responsible for the installation , if condi tions require more restrictive protection . all works at the pump should be performed with the machine stopped and discon nected from the power mains"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"including auxiliary circuits . maintaining original characteristics over time must be ensured by an efficient maintenance and inspection plan , developed and man aged by qualified technicians , taking into account the service and the actual environmental condi tions in which it operates . attention during normal pump operation , the temperature of the motor housing can exceed 50c . wait and make sure it has completely cooled down before performing any operations . 11.1.2 consulting technical documentation before starting work , consult this use and maintenance manual , identify the exact sectional drawing of the pump in use and obtain all the tools and equipment necessary for performing works . note when the pump has been disassembled , waiting to be reassembled , it is necessary to pro tect the various components particularly those inside the mechanism paying special attention to working surfaces of ring seals to prevent damage caused by oxidation or accidental impact . improper assembly of the sealing components or bearings can advance deterioration and result in malfunction andor overheating . file ut5134 copyright obl metering pumps all rights reserved 11.1.3 periodic operations as a general rule , after first startup , close initial monitoring is"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"recommended to practically define the maintenance plan and determine the frequency of general inspections and planned mainte nance . if an abnormality occurs , it is the users responsibility to consider whether to carry out maintenance earlier . 11.1.3.1 normal operation checks during periodic inspections , verify that in the case of plunger pumps , there is no leakage of product pumped from the seal on the plunger there is no leakage of pumped fluid or lubricating oil the pump is operating properly , without abnormal noises or vibrations ec protections accident prevention are always mounted any defect or irregularity detected during inspections should be promptly removed 11.1.3.2 checks of electrical connections power cables , control and grounding cables must not have signs of deterioration and connections must be tight . 11.1.3.3 connection of system pipe connections verify that connection units flange ring nuts or screws and nuts are firmly tightened and that rela tive sealing components are efficient and in perfect condition . during normal operation , pumps can transmit vibrations to pipes , loosening component connections and causing product leaks . if this is the case , install a pulsation dampener to reduce pressure peaks , making flow"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"linear and reducing these vibrations . 11.1.3.4 general and surface cleaning it is a good idea to periodically perform the following operations a if the pump has discontinuous service and pumped fluid tends to coagulate , solidify or crys tallise easily , wash the pump head immediately after each stop b preventeliminate surface deposits of material that can generate scaling c remove any accidental presence of corrosive product from the outer surface of the pump file ut5134 copyright obl metering pumps all rights reserved d ensure that motor ventilation is not impeded remove any dust or fibres from the fins and the fan cover cap . 11.1.3.5 protection against corrosion dosage of harsh chemicals or operating in exposed environments acidic atmosphere may expose the pump to corrosion and the risk of premature wear of sealing components . periodically check a that protection covers are always mounted b that operating windows are always properly closed c that there is no oil contamination in the reduction gear that could endanger proper lubrica tion 11.1.3.6 verification of thermal protection make sure that thermal motor protection has not been cut off and that it is calibrated correctly . appropriate selection and calibration of thermal"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"protections for atex pumps is essential in ensuring the temperature class and safety against explosion hazards . 11.1.3.7 painting checks where applicable in the presence of corrosive agents , and whenever the need arises , periodically check for signs of paint deterioration such as to affect the equipment degree of protection . repaint whenever there is the need to protect exterior surfaces from corrosion . 11.1.3.8 lubricating oil checks r series pumps are supplied complete with lubricating oil in the reduction gear unless specifically requested and ready for operation . check daily that oil is at the halfway level of the cap and that there are no leaks from the dynamic seals or from the pump caps . check that there is no oil contamination that could endanger proper lubrication . if so , change oil see replacing lubricating oil . 11.2 dismantling , replacement and reassembly the most common fault is caused by the directional valve of a dirty , clogged , worn or , worse , incor rectly mounted head . attention in the case of dosing faults , check actual conditions of directional valves before dismantling the pump head see valve checks andor replacement . file ut5134"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"copyright obl metering pumps all rights reserved entrust maintenance , repairs and overhauls to experienced and qualified personnel who will restore original equipment conditions . contact obl customer support for information . 11.2.1 disconnecting electrical connections disconnect all electrical connections before dismantling the pump . make sure the machine can not be accidentally restarted . 11.3 checking and registering the plunger seal during periodic inspections , check for product leaks on the plunger seal . the most common cause of leakage is related to the nature of the fluid , together with the actual working conditions of the pump . during normal operation , the plunger and seal of plunger metering pumps are always directly in contact with the pumped fluid . if it tends to coagulate , solidify or crystallise easily , it is advisable to periodically or immediately after each stop wash the pump head to protect both the surface of the plunger and the integrity of the seal . note only metering pumps with plunger packing ring nut pos.22 have an adjustable seal on the plunger . 11.3.1 head with plunger packing ring nut the operations are the same for any type of pump . we suggest"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,", however , reference to the follow ing figures during operation file ut5134 copyright obl metering pumps all rights reserved 2 22 r type pumps see figure 20 rh type pumps see figure 21 the plunger seal pos . 2 is adjustable . a seals pack composed of several v rings in teflongraphite created as per obl design provides the water seal during pump operation . operate with pump off . to eliminate product leakage unscrew screws pos.17 and remove protection covers pos.97 unscrew the plunger packing ring nut pos.22 turning one or two times , then clean and remove scaling apply grease to the thread i.e . vaseline and with a pin punch or an allen screw , tighten the plunger packing ring nut pos.22 to reset seal compression pos.2 start up the pump and verify that product leakage have been eliminat ed . if leakage returns , gradually tighten the plunger packing ring nut pos.22 , avoiding a plunger block if however there is a continuing loss of product , it is reasonable to assume that the seal on the plunger is worn . then dismantle the head see dismantling the pump head and physically check the conditions"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"of the seal on the plunger see plunger seal checks andor replacement and of the plunger see plunger checks andor replacement . file ut5134 copyright obl metering pumps all rights reserved 11.3.2 head without plunger packing ring nut the operations are the same for any type of pump . we suggest , however , reference to the follow ing figures during operation r type pumps see figure 19 4 the plunger seal pos . 4 is not adjustable . a lip seals kit usually a pair , cre ated as per obl design in material that is chemically compatible with the fluid being pumped ensures the seal during pump operation . to eliminate leakage , replace the plunger seal pos.4 . see plunger seal checks andor replacement . also check the plunger surface pos.1 at this time . it should show no scratches , dents , corrosion or deposits which can cause damage to the new seal . replace if necessary see plunger checks andor replacement . 11.4 valve checksreplacement 11.4.1 r type pumps with lip seal note before dismantling , verify there is no pressure or high temperature in the pipes operate with pump off . proceed as follows"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"to check conditions andor replace valves see figure 13 free the pump from the suction and discharge pipe and perform suitable cleaning remove the valve containers one at a time pos.14 carefully remove the components without damaging them use a plastic tool carefully observe and check the direction of assembly of individual components check the cleaning , wear and proper direction of assembly of components the ball pos.15 must be smooth and not have dents or corrosion the valve seat pos.5 must have a smooth , continuous seal that is free of dents the seal orings pos.8,9 or 55 must be whole replace components where necessary reassemble everything exactly as shown in figure 13 attention the ball pos.15 must rest on its seat pos.5 on the surface opposite to the smooth side . file ut5134 copyright obl metering pumps all rights reserved figure 13 r pumps lip seal pump head components 11.4.2 r type pumps with metal heads and pack seal note before dismantling , verify there is no pressure or high temperature in the pipes operate with pump off . proceed as follows to check conditions andor replace valves see figure 14 free the pump from the suction and"
MANUAL Y USO DE BOMBAS OBL SERIE R.pdf,"discharge pipe and perform suitable cleaning plunger diameter 650 mm remove the valve containers one at a time pos.14 piston diameter 62 mm dismantle one valve unit at a time , unscrewing the valve tensioners pos.23 carefully remove the components without damaging them use a plastic tool carefully observe and check the direction of assembly of individual components check the cleaning , wear and proper direction of assembly of components the ball pos.15 must be smooth and not have dents or corrosion the valve seat pos.5 must have a smooth , continuous seal that is free of dents the seal orings pos.7,8 or 9 must be whole replace components where necessary file ut5134 copyright obl metering pumps all rights reserved reassemble everything exactly as shown in figure 14 attention the ball pos.15 must rest on its seat pos.5 on the surface opposite to the smooth side . figure 14 r pumps pack seal metal pump head components 11.4.3 r type pumps with plastic heads and pack seal note before dismantling , verify there is no pressure or high temperature in the pipes operate with pump off . proceed as follows to check conditions andor replace valves see figure 15 free"
